Выжил,Титул,Длина имени,Пол,Возраст,Братья сёстры супруги,Родители и дети,Один,Маленькая семья,Большая семья,Класс билета,Длина билета,Стоимость билета,Каюта,Порт посадки
0,Mr.,30,male,30.0,0,0,1,0,0,3,6,7.25,G,S
1,Mrs.,48,female,60.0,1,0,0,1,0,1,6,75.25,Other,C
1,Mrs.,30,female,32.0,0,0,1,0,0,3,4,7.2292,G,C
1,Miss.,19,female,32.0,0,0,1,0,0,3,5,7.75,G,Q
1,Other,29,female,24.0,0,0,1,0,0,1,8,69.3,Other,C
1,Mr.,27,male,25.0,1,0,0,1,0,1,5,55.4417,Other,C
0,Mr.,25,male,18.0,1,0,0,1,0,3,7,6.4958,G,S
0,Mr.,26,male,19.0,0,0,1,0,0,3,6,8.05,G,S
0,Mr.,19,male,22.0,0,0,1,0,0,1,8,135.6333,C,C
0,Miss.,26,female,3.0,3,1,0,0,1,3,6,21.075,G,S
1,Mrs.,37,female,34.0,1,0,0,1,0,1,8,82.1708,C,C
1,Miss.,31,female,22.0,0,0,1,0,0,3,6,7.25,G,S
0,Mr.,25,male,27.0,0,2,0,1,0,1,6,211.5,Other,C
0,Mr.,19,male,20.0,0,0,1,0,0,3,4,4.0125,G,C
0,Mr.,27,male,19.0,0,0,1,0,0,3,6,7.775,G,S
1,Miss.,21,female,42.0,0,0,1,0,0,1,8,227.525,C,C
1,Miss.,27,female,1.0,0,2,0,1,0,3,4,15.7417,G,C
0,Mr.,18,male,32.0,0,0,1,0,0,3,17,7.925,G,S
1,Mrs.,51,female,35.0,1,0,0,1,0,1,6,52.0,B,S
0,Mr.,22,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,25,male,18.0,0,0,1,0,0,2,12,73.5,F,S
0,Master.,31,male,1.0,5,2,0,0,1,3,7,46.9,G,S
1,Miss.,16,female,36.0,0,0,1,0,0,2,5,13.0,D,S
0,Mr.,20,male,32.0,0,0,1,0,0,3,6,7.7292,G,Q
1,Miss.,21,female,17.0,0,0,1,0,0,2,7,12.0,D,C
1,Mr.,26,male,36.0,1,2,0,1,0,1,6,120.0,B96 B98,S
1,Mr.,22,male,21.0,0,0,1,0,0,3,6,7.7958,G,S
0,Mr.,28,male,28.0,2,0,0,1,0,3,7,7.925,G,S
1,Miss.,22,female,23.0,1,0,0,1,0,1,5,113.275,Other,C
1,Mrs.,51,female,24.0,0,2,0,1,0,3,7,16.7,G6,S
0,Mr.,19,male,22.0,0,0,1,0,0,3,6,7.7958,G,S
0,Miss.,19,female,31.0,0,0,1,0,0,3,6,7.8542,G,S
0,Mr.,23,male,46.0,0,0,1,0,0,2,5,26.0,F,S
0,Dr.,16,male,23.0,0,0,1,0,0,2,6,10.5,D,S
1,Mrs.,32,female,28.0,0,0,1,0,0,2,6,12.65,D,S
1,Mr.,18,male,39.0,0,0,1,0,0,3,17,7.925,G,S
0,Mr.,15,male,26.0,0,0,1,0,0,3,6,8.05,G,S
0,Miss.,24,female,21.0,1,0,0,1,0,3,4,9.825,G,S
0,Mr.,30,male,28.0,1,0,0,1,0,3,16,15.85,G,S
0,Miss.,23,female,20.0,0,0,1,0,0,3,6,8.6625,G,S
0,Mr.,18,male,34.0,1,0,0,1,0,2,5,21.0,D,S
0,Mr.,32,male,51.0,0,0,1,0,0,3,6,7.75,G,S
1,Master.,30,male,3.0,1,1,0,1,0,2,5,18.75,D,S
0,Mr.,33,male,21.0,0,0,1,0,0,3,6,7.775,G,S
0,Miss.,18,female,10.0,3,1,0,0,1,3,4,25.4667,G,S
0,Mr.,18,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,15,male,32.0,0,0,1,0,0,3,6,6.8583,G,Q
1,Miss.,22,female,33.0,1,0,0,1,0,1,5,90.0,C78,Q
0,Mr.,30,male,32.0,0,0,1,0,0,2,6,0.0,E,S
1,Mr.,25,male,44.0,0,0,1,0,0,3,17,7.925,G,S
0,Mrs.,39,female,32.0,0,0,1,0,0,3,6,8.05,G,S
1,Mrs.,47,female,34.0,1,1,0,1,0,2,5,32.5,F,S
1,Miss.,29,female,18.0,0,2,0,1,0,2,6,13.0,D,S
0,Mr.,26,male,30.0,0,0,1,0,0,2,5,13.0,D,S
0,Miss.,25,female,10.0,0,2,0,1,0,3,6,24.15,G,S
0,Mr.,22,male,32.0,0,0,1,0,0,3,6,7.8958,G,C
0,Mr.,19,male,21.0,0,0,1,0,0,3,10,7.7333,G,Q
0,Mr.,18,male,29.0,0,0,1,0,0,3,6,7.875,G,S
0,Mrs.,54,female,28.0,1,1,0,1,0,3,6,14.4,G,S
0,Mr.,27,male,18.0,1,1,0,1,0,3,6,20.2125,G,S
0,Mr.,22,male,32.0,0,0,1,0,0,3,10,7.25,G,S
1,Mrs.,43,female,28.0,1,0,0,1,0,2,4,26.0,F,S
1,Miss.,67,female,19.0,0,0,1,0,0,2,6,26.0,F,S
0,Mr.,16,male,32.0,0,0,1,0,0,3,6,7.75,G,Q
1,Mr.,34,male,32.0,0,0,1,0,0,3,17,8.05,Other,S
1,Mr.,41,male,28.0,0,0,1,0,0,1,6,26.55,Other,S
1,Mrs.,49,female,34.0,1,0,0,1,0,3,6,16.1,G,S
1,Mrs.,51,female,42.0,1,0,0,1,0,2,10,26.0,F,S
0,Mr.,26,male,17.0,0,0,1,0,0,3,17,7.125,G,S
0,Mr.,25,male,50.0,1,0,0,1,0,1,5,55.9,Other,S
1,Miss.,25,female,14.0,1,2,0,1,0,1,6,120.0,B96 B98,S
0,Miss.,36,female,21.0,2,2,0,1,0,3,10,34.375,G,S
1,Mrs.,37,female,24.0,2,3,0,0,1,2,5,18.75,D,S
0,Mr.,17,male,64.0,1,4,0,0,1,1,5,263.0,C23 C25 C27,S
0,Mr.,38,male,31.0,0,0,1,0,0,2,10,10.5,D,S
1,Mrs.,43,female,45.0,1,1,0,1,0,2,12,26.25,F,S
0,Mr.,15,male,20.0,0,0,1,0,0,3,6,9.5,G,S
0,Mr.,25,male,25.0,1,0,0,1,0,3,6,7.775,G,S
1,Other,25,female,28.0,0,0,1,0,0,2,6,13.0,D,S
1,Mr.,33,male,32.0,0,0,1,0,0,3,5,8.1125,G,S
1,Master.,25,male,4.0,0,2,0,1,0,1,5,81.8583,Other,S
1,Miss.,33,female,13.0,0,1,0,1,0,2,6,19.5,D,S
1,Mr.,27,male,34.0,0,0,1,0,0,1,6,26.55,A,S
1,Miss.,30,female,5.0,2,1,0,1,0,3,4,19.2583,G,C
1,Other,30,male,52.0,0,0,1,0,0,1,6,30.5,Other,S
0,Mr.,21,male,36.0,1,2,0,1,0,2,10,27.75,F,S
0,Mr.,31,male,34.0,1,0,0,1,0,3,5,19.9667,G,S
0,Mr.,31,male,30.0,0,0,1,0,0,1,6,27.75,Other,C
1,Mr.,24,male,49.0,1,0,0,1,0,1,5,89.1042,Other,C
0,Mr.,19,male,32.0,0,0,1,0,0,3,8,8.05,G,S
1,Mr.,18,male,29.0,0,0,1,0,0,3,6,7.8958,G,C
0,Mr.,25,male,65.0,0,0,1,0,0,1,5,26.55,Other,S
1,Mrs.,33,female,34.0,1,0,0,1,0,1,5,51.8625,Other,S
1,Miss.,19,female,50.0,0,0,1,0,0,2,12,10.5,D,S
0,Mr.,21,male,32.0,0,0,1,0,0,3,6,7.75,G,Q
1,Mr.,19,male,48.0,0,0,1,0,0,1,5,26.55,Other,S
0,Mr.,19,male,34.0,0,0,1,0,0,3,6,8.05,G,S
0,Mr.,17,male,47.0,0,0,1,0,0,1,6,38.5,Other,S
0,Mr.,28,male,48.0,0,0,1,0,0,2,6,13.0,D,S
0,Mr.,18,male,32.0,0,0,1,0,0,3,8,8.05,G,S
0,Mr.,31,male,38.0,0,0,1,0,0,3,18,7.05,G,S
0,Mr.,21,male,32.0,0,0,1,0,0,2,6,0.0,E,S
0,Mr.,26,male,56.0,0,0,1,0,0,1,6,26.55,A,S
0,Mr.,18,male,32.0,0,0,1,0,0,3,5,7.725,G,Q
1,Miss.,29,female,0.75,2,1,0,1,0,3,4,19.2583,G,C
0,Mr.,17,male,32.0,0,0,1,0,0,3,6,7.25,G,S
0,Mr.,15,male,38.0,0,0,1,0,0,3,6,8.6625,G,S
1,Mrs.,39,female,33.0,1,2,0,1,0,2,10,27.75,F,S
1,Mrs.,44,female,23.0,0,0,1,0,0,2,15,13.7917,D,C
0,Miss.,27,female,22.0,0,0,1,0,0,3,4,9.8375,G,S
0,Mr.,27,male,32.0,0,0,1,0,0,1,6,52.0,Other,S
0,Mr.,23,male,34.0,1,0,0,1,0,2,5,21.0,D,S
0,Mr.,25,male,29.0,1,0,0,1,0,3,4,7.0458,G,S
0,Mr.,25,male,22.0,0,0,1,0,0,3,6,7.5208,G,S
1,Miss.,24,female,2.0,0,1,0,1,0,3,7,12.2875,G,S
0,Master.,30,male,9.0,5,2,0,0,1,3,7,46.9,G,S
0,Mr.,32,male,32.0,0,0,1,0,0,2,6,0.0,E,S
0,Mr.,24,male,50.0,0,0,1,0,0,3,8,8.05,G,S
1,Mrs.,22,female,63.0,0,0,1,0,0,3,4,9.5875,G,S
1,Mr.,23,male,25.0,1,0,0,1,0,1,5,91.0792,Other,C
0,Miss.,22,female,10.0,3,1,0,0,1,3,4,25.4667,G,S
1,Mrs.,47,female,35.0,1,0,0,1,0,1,5,90.0,Other,S
0,Mr.,23,male,58.0,0,0,1,0,0,1,5,29.7,Other,C
0,Mr.,29,male,30.0,0,0,1,0,0,3,10,8.05,G,S
1,Master.,37,male,9.0,1,1,0,1,0,3,10,15.9,G,S
0,Mr.,36,male,34.0,1,0,0,1,0,3,5,19.9667,G,S
0,Mr.,19,male,21.0,0,0,1,0,0,3,16,7.25,G,S
0,Mr.,26,male,55.0,0,0,1,0,0,1,6,30.5,Other,S
0,Mr.,23,male,71.0,0,0,1,0,0,1,8,49.5042,A,C
0,Mr.,26,male,21.0,0,0,1,0,0,3,9,8.05,G,S
0,Mr.,21,male,32.0,0,0,1,0,0,3,4,14.4583,G,C
1,Miss.,30,female,54.0,1,0,0,1,0,1,5,78.2667,Other,C
0,Mr.,31,male,32.0,0,0,1,0,0,3,9,15.1,G,S
0,Mrs.,47,female,25.0,1,2,0,1,0,1,6,151.55,C22 C26,S
0,Mr.,18,male,24.0,0,0,1,0,0,3,6,7.7958,G,S
0,Mr.,16,male,17.0,0,0,1,0,0,3,6,8.6625,G,S
0,Miss.,19,female,21.0,0,0,1,0,0,3,6,7.75,G,Q
0,Miss.,30,female,32.0,0,0,1,0,0,3,6,7.6292,G,Q
0,Miss.,30,female,37.0,0,0,1,0,0,3,4,9.5875,G,S
1,Miss.,21,female,16.0,0,0,1,0,0,1,6,86.5,Other,S
0,Mr.,42,male,18.0,1,0,0,1,0,1,8,108.9,Other,C
1,Mrs.,45,female,33.0,0,2,0,1,0,2,5,26.0,F,S
1,Mr.,45,male,32.0,0,0,1,0,0,1,6,26.55,A,S
0,Mr.,24,male,28.0,0,0,1,0,0,3,6,22.525,G,S
1,Mr.,14,male,26.0,0,0,1,0,0,3,4,56.4958,G,S
1,Mr.,24,male,29.0,0,0,1,0,0,3,6,7.75,G,Q
0,Mr.,17,male,32.0,0,0,1,0,0,3,16,8.05,G,S
1,Mr.,25,male,36.0,0,0,1,0,0,1,8,26.2875,Other,S
1,Mrs.,46,female,54.0,1,0,0,1,0,1,8,59.4,B,C
0,Mr.,17,male,24.0,0,0,1,0,0,3,6,7.4958,G,S
0,Mr.,28,male,47.0,0,0,1,0,0,1,5,34.0208,Other,S
1,Mrs.,28,female,34.0,0,0,1,0,0,2,10,10.5,F33,S
0,Mr.,17,male,32.0,0,0,1,0,0,3,6,24.15,G,Q
1,Mrs.,52,female,36.0,1,0,0,1,0,2,6,26.0,F,S
0,Mr.,19,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
1,Miss.,21,female,30.0,0,0,1,0,0,1,5,93.5,Other,S
0,Mr.,15,male,22.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,18,male,32.0,0,0,1,0,0,3,4,7.225,G,C
1,Mrs.,47,female,44.0,0,1,0,1,0,1,6,57.9792,Other,C
0,Mr.,17,male,32.0,0,0,1,0,0,3,4,7.2292,G,C
0,Mr.,18,male,40.5,0,0,1,0,0,3,6,7.75,G,Q
1,Miss.,20,female,50.0,0,0,1,0,0,2,11,10.5,D,S
0,Mr.,18,male,32.0,0,0,1,0,0,1,8,221.7792,Other,S
0,Mr.,25,male,39.0,0,0,1,0,0,3,7,7.925,G,S
0,Mr.,27,male,23.0,2,1,0,1,0,2,5,11.5,D,S
1,Miss.,24,female,2.0,1,1,0,1,0,2,5,26.0,F,S
0,Mr.,17,male,32.0,0,0,1,0,0,3,4,7.2292,G,C
0,Mr.,20,male,17.0,1,1,0,1,0,3,4,7.2292,G,C
1,Mrs.,38,female,23.0,0,2,0,1,0,3,4,22.3583,G,C
0,Miss.,19,female,30.0,0,0,1,0,0,3,6,8.6625,G,S
1,Miss.,22,female,7.0,0,2,0,1,0,2,12,26.25,F,S
0,Other,33,male,45.0,0,0,1,0,0,1,6,26.55,Other,S
1,Miss.,19,female,30.0,0,0,1,0,0,1,8,106.425,C,C
0,Mr.,24,male,32.0,0,0,1,0,0,3,6,14.5,G,S
1,Miss.,34,female,22.0,0,2,0,1,0,1,5,49.5,Other,C
1,Miss.,23,female,36.0,0,2,0,1,0,1,9,71.0,Other,S
0,Miss.,36,female,9.0,4,2,0,0,1,3,6,31.275,G,S
0,Miss.,33,female,11.0,4,2,0,0,1,3,6,31.275,G,S
1,Mr.,17,male,32.0,1,0,0,1,0,2,4,26.0,F,S
0,Mr.,26,male,50.0,1,0,0,1,0,1,8,106.425,Other,C
0,Mr.,28,male,64.0,0,0,1,0,0,1,3,26.0,A,S
1,Mrs.,33,female,19.0,1,0,0,1,0,2,4,26.0,F,S
1,Mr.,26,male,32.0,0,0,1,0,0,2,13,13.8625,D,C
0,Mr.,25,male,33.0,1,1,0,1,0,3,6,20.525,G,S
1,Master.,30,male,8.0,1,1,0,1,0,2,10,36.75,F,S
1,Mr.,27,male,17.0,0,2,0,1,0,1,5,110.8833,Other,C
0,Mr.,27,male,27.0,0,0,1,0,0,2,6,26.0,F,S
0,Mr.,20,male,32.0,0,0,1,0,0,3,6,7.8292,G,Q
1,Mr.,33,male,22.0,0,0,1,0,0,3,4,7.225,G,C
1,Miss.,18,female,22.0,0,0,1,0,0,3,6,7.775,G,S
0,Mr.,18,male,62.0,0,0,1,0,0,1,6,26.55,A,S
1,Other,65,female,48.0,1,0,0,1,0,1,5,39.6,Other,C
0,Mr.,19,male,32.0,0,0,1,0,0,1,8,227.525,C,C
1,Mrs.,38,female,39.0,1,1,0,1,0,1,6,79.65,Other,S
1,Mrs.,44,female,36.0,1,0,0,1,0,3,6,17.4,G,S
0,Mr.,24,male,32.0,0,0,1,0,0,3,6,7.75,G,Q
0,Mr.,17,male,40.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,26,male,28.0,0,0,1,0,0,2,6,13.5,D,S
0,Mr.,17,male,32.0,0,0,1,0,0,3,15,8.05,G,S
0,Miss.,30,female,32.0,0,0,1,0,0,3,17,8.05,G,S
0,Mr.,20,male,24.0,2,0,0,1,0,3,9,24.15,G,S
0,Mr.,20,male,19.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mrs.,43,female,29.0,0,4,0,0,1,3,6,21.075,G,S
0,Mr.,19,male,32.0,0,0,1,0,0,3,4,7.2292,G,C
1,Mr.,17,male,32.0,0,0,1,0,0,3,6,7.8542,G,S
1,Mr.,18,male,62.0,0,0,1,0,0,2,11,10.5,D,S
1,Mrs.,45,female,53.0,2,0,0,1,0,1,5,51.4792,Other,S
1,Mr.,32,male,36.0,0,0,1,0,0,1,8,26.3875,Other,S
1,Miss.,17,female,32.0,0,0,1,0,0,3,5,7.75,G,Q
0,Mr.,28,male,16.0,0,0,1,0,0,3,10,8.05,G,S
0,Mr.,20,male,19.0,0,0,1,0,0,3,6,14.5,G,S
1,Miss.,20,female,34.0,0,0,1,0,0,2,6,13.0,D,S
1,Mrs.,41,female,39.0,1,0,0,1,0,1,5,55.9,Other,S
0,Mrs.,32,female,34.0,1,0,0,1,0,3,4,14.4583,G,C
1,Mr.,19,male,32.0,0,0,1,0,0,3,17,7.925,G,S
1,Miss.,27,female,25.0,1,1,0,1,0,2,6,30.0,F,S
1,Mrs.,52,female,39.0,1,1,0,1,0,1,5,110.8833,Other,C
0,Mr.,26,male,54.0,0,0,1,0,0,2,5,26.0,F,S
0,Mr.,19,male,36.0,0,0,1,0,0,1,5,40.125,Other,C
0,Mr.,19,male,32.0,0,0,1,0,0,3,4,8.7125,G,C
1,Miss.,19,female,18.0,0,2,0,1,0,1,6,79.65,Other,S
0,Mr.,23,male,47.0,0,0,1,0,0,2,6,15.0,D,S
1,Mr.,32,male,60.0,1,1,0,1,0,1,5,79.2,Other,C
0,Mr.,21,male,22.0,0,0,1,0,0,3,5,8.05,G,S
0,Mr.,19,male,32.0,0,0,1,0,0,3,10,8.05,G,S
0,Mr.,20,male,35.0,0,0,1,0,0,3,17,7.125,G,S
1,Mrs.,47,female,52.0,1,0,0,1,0,1,5,78.2667,Other,C
0,Mr.,26,male,47.0,0,0,1,0,0,3,8,7.25,G,S
0,Miss.,18,female,23.0,0,2,0,1,0,3,6,7.75,G,Q
0,Mr.,23,male,37.0,1,0,0,1,0,2,11,26.0,F,S
0,Mr.,27,male,36.0,1,1,0,1,0,3,6,24.15,G,S
1,Miss.,26,female,32.0,0,0,1,0,0,2,6,33.0,F,S
0,Mr.,19,male,49.0,0,0,1,0,0,3,4,0.0,G,S
0,Mr.,17,male,32.0,0,0,1,0,0,3,4,7.225,G,C
1,Other,44,male,49.0,1,0,0,1,0,1,8,56.9292,Other,C
1,Mrs.,51,female,24.0,2,1,0,1,0,2,6,27.0,F,S
0,Mr.,20,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,25,male,32.0,0,0,1,0,0,1,6,42.4,A,S
0,Mr.,25,male,44.0,0,0,1,0,0,3,6,8.05,G,S
1,Mr.,31,male,35.0,0,0,1,0,0,1,6,26.55,A,C
0,Mr.,29,male,36.0,1,0,0,1,0,3,6,15.55,G,S
0,Mr.,17,male,30.0,0,0,1,0,0,3,6,7.8958,G,S
1,Mr.,27,male,27.0,0,0,1,0,0,1,6,30.5,A,S
1,Mrs.,53,female,22.0,1,2,0,1,0,2,13,41.5792,F,C
1,Miss.,25,female,40.0,0,0,1,0,0,1,8,153.4625,Other,S
0,Mrs.,57,female,39.0,1,5,0,0,1,3,6,31.275,G,S
0,Mr.,21,male,32.0,0,0,1,0,0,3,18,7.05,G,S
1,Miss.,27,female,34.0,1,0,0,1,0,3,6,15.5,G,Q
0,Mr.,16,male,32.0,0,0,1,0,0,3,6,7.75,G,Q
0,Mr.,31,male,35.0,0,0,1,0,0,3,6,8.05,G,S
1,Miss.,19,female,24.0,1,2,0,1,0,2,6,65.0,F,S
0,Mr.,25,male,34.0,1,1,0,1,0,3,6,14.4,G,S
0,Mrs.,47,female,26.0,1,0,0,1,0,3,9,16.1,G,S
1,Miss.,27,female,4.0,2,1,0,1,0,2,6,39.0,F4,S
0,Mr.,19,male,26.0,0,0,1,0,0,2,5,10.5,D,S
0,Mr.,19,male,27.0,1,0,0,1,0,3,4,14.4542,G,C
1,Mr.,28,male,42.0,1,0,0,1,0,1,5,52.5542,Other,S
1,Mr.,16,male,20.0,1,1,0,1,0,3,4,15.7417,G,C
0,Mr.,27,male,21.0,0,0,1,0,0,3,6,7.8542,G,S
0,Mr.,27,male,21.0,0,0,1,0,0,3,5,16.1,G,S
0,Mr.,21,male,61.0,0,0,1,0,0,1,5,32.3208,Other,S
0,Rev.,30,male,57.0,0,0,1,0,0,2,6,12.35,D,Q
1,Miss.,29,female,21.0,0,0,1,0,0,1,5,77.9583,Other,S
0,Mr.,25,male,26.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,24,male,32.0,0,0,1,0,0,3,6,7.7333,G,Q
1,Mr.,36,male,80.0,0,0,1,0,0,1,5,30.0,Other,S
0,Mr.,27,male,51.0,0,0,1,0,0,3,6,7.0542,G,S
1,Dr.,25,male,32.0,0,0,1,0,0,1,5,30.5,Other,C
0,Mr.,29,male,32.0,0,0,1,0,0,1,6,0.0,A,S
0,Miss.,18,female,9.0,3,2,0,0,1,3,6,27.9,G,S
1,Miss.,17,female,28.0,0,0,1,0,0,2,6,13.0,D,S
0,Mr.,26,male,32.0,0,0,1,0,0,3,17,7.925,G,S
0,Mr.,19,male,31.0,1,1,0,1,0,2,10,26.25,F,S
0,Mrs.,38,female,41.0,0,5,0,0,1,3,7,39.6875,G,S
0,Mr.,26,male,34.0,1,0,0,1,0,3,6,16.1,G,S
0,Mr.,22,male,20.0,0,0,1,0,0,3,6,7.8542,G,S
1,Other,20,female,24.0,0,0,1,0,0,1,8,69.3,Other,C
0,Miss.,29,female,2.0,3,2,0,0,1,3,6,27.9,G,S
1,Mr.,15,male,32.0,0,0,1,0,0,3,4,56.4958,G,S
1,Miss.,22,female,0.75,2,1,0,1,0,3,4,19.2583,G,C
1,Mr.,25,male,48.0,1,0,0,1,0,1,8,76.7292,Other,C
0,Mr.,17,male,19.0,0,0,1,0,0,3,6,7.8958,G,S
1,Col.,35,male,56.0,0,0,1,0,0,1,5,35.5,Other,C
0,Mr.,18,male,32.0,0,0,1,0,0,3,13,7.55,G,S
1,Miss.,31,female,23.0,0,0,1,0,0,3,8,7.55,G,S
0,Mr.,17,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
1,Miss.,19,female,18.0,0,1,0,1,0,2,6,23.0,D,S
0,Mr.,30,male,21.0,0,0,1,0,0,3,4,8.4333,G,S
1,Miss.,29,female,32.0,0,0,1,0,0,3,6,7.8292,G,Q
0,Miss.,28,female,18.0,0,0,1,0,0,3,6,6.75,G,Q
0,Mr.,25,male,24.0,2,0,0,1,0,2,12,73.5,F,S
0,Mr.,21,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mrs.,29,female,32.0,1,1,0,1,0,3,6,15.5,G,Q
0,Mr.,28,male,23.0,0,0,1,0,0,2,5,13.0,D,S
0,Mr.,26,male,58.0,0,2,0,1,0,1,5,113.275,Other,C
1,Dr.,29,male,50.0,2,0,0,1,0,1,8,133.65,C,S
0,Mr.,17,male,40.0,0,0,1,0,0,3,4,7.225,G,C
0,Mr.,26,male,47.0,0,0,1,0,0,1,4,25.5875,Other,S
0,Mr.,16,male,36.0,0,0,1,0,0,3,6,7.4958,G,S
1,Mr.,27,male,20.0,1,0,0,1,0,3,17,7.925,G,S
0,Mr.,18,male,32.0,2,0,0,1,0,2,12,73.5,F,S
0,Mr.,27,male,25.0,0,0,1,0,0,2,6,13.0,D,S
0,Mr.,26,male,32.0,0,0,1,0,0,3,6,7.775,G,S
0,Mr.,15,male,43.0,0,0,1,0,0,3,8,8.05,G,S
1,Mrs.,49,female,34.0,1,0,0,1,0,1,5,52.0,Other,S
1,Mrs.,61,female,40.0,1,1,0,1,0,2,5,39.0,F,S
0,Mr.,22,male,31.0,1,0,0,1,0,1,10,52.0,Other,S
0,Mr.,27,male,70.0,0,0,1,0,0,2,10,10.5,D,S
1,Mr.,21,male,31.0,0,0,1,0,0,2,6,13.0,D,S
0,Mr.,26,male,32.0,0,0,1,0,0,2,6,0.0,E,S
0,Mr.,30,male,18.0,0,0,1,0,0,3,6,7.775,G,S
0,Mr.,29,male,24.5,0,0,1,0,0,3,6,8.05,G,S
1,Miss.,23,female,18.0,0,0,1,0,0,3,4,9.8417,G,S
0,Mrs.,39,female,43.0,1,6,0,0,1,3,7,46.9,G,S
1,Mr.,34,male,36.0,0,1,0,1,0,1,8,512.3292,Other,C
0,Miss.,19,female,32.0,0,0,1,0,0,3,6,8.1375,G,Q
1,Mr.,18,male,27.0,0,0,1,0,0,1,8,76.7292,Other,C
0,Mr.,27,male,20.0,0,0,1,0,0,3,4,9.225,G,S
0,Mr.,27,male,14.0,5,2,0,0,1,3,7,46.9,G,S
0,Mr.,33,male,60.0,1,1,0,1,0,2,5,39.0,F,S
0,Mr.,38,male,25.0,1,2,0,1,0,2,13,41.5792,F,C
0,Mr.,24,male,14.0,4,1,0,0,1,3,7,39.6875,G,S
0,Mr.,17,male,19.0,0,0,1,0,0,3,6,10.1708,G,S
0,Mr.,31,male,18.0,0,0,1,0,0,3,6,7.7958,G,S
1,Miss.,33,female,15.0,0,1,0,1,0,1,5,211.3375,Other,S
1,Mr.,23,male,31.0,1,0,0,1,0,1,5,57.0,Other,S
1,Miss.,18,female,4.0,0,1,0,1,0,3,6,13.4167,G,C
1,Mr.,12,male,32.0,0,0,1,0,0,3,4,56.4958,G,S
0,Mr.,16,male,25.0,0,0,1,0,0,3,4,7.225,G,C
0,Col.,15,male,60.0,0,0,1,0,0,1,6,26.55,A,S
0,Mr.,26,male,52.0,0,0,1,0,0,2,6,13.5,D,S
0,Mr.,16,male,44.0,0,0,1,0,0,3,6,8.05,G,S
1,Miss.,32,female,32.0,0,0,1,0,0,3,5,7.7333,G,Q
0,Mr.,24,male,49.0,1,1,0,1,0,1,5,110.8833,Other,C
0,Mr.,40,male,42.0,0,0,1,0,0,3,6,7.65,Other,S
1,Mrs.,49,female,18.0,1,0,0,1,0,1,8,227.525,Other,C
1,Mr.,32,male,35.0,0,0,1,0,0,1,8,26.2875,Other,S
0,Miss.,21,female,18.0,0,1,0,1,0,3,4,14.4542,G,C
0,Mr.,21,male,25.0,0,0,1,0,0,3,5,7.7417,G,Q
0,Mr.,23,male,26.0,1,0,0,1,0,3,6,7.8542,G,S
0,Mr.,46,male,39.0,0,0,1,0,0,2,6,26.0,F,S
1,Mrs.,29,female,45.0,0,0,1,0,0,2,6,13.5,D,S
1,Mr.,33,male,42.0,0,0,1,0,0,1,8,26.2875,Other,S
1,Miss.,20,female,22.0,0,0,1,0,0,1,6,151.55,C,S
1,Master.,49,male,27.0,1,1,0,1,0,3,4,15.2458,G,C
1,Other,48,female,24.0,0,0,1,0,0,1,8,49.5042,Other,C
0,Mr.,18,male,32.0,0,0,1,0,0,1,6,26.55,Other,S
1,Mr.,24,male,48.0,1,0,0,1,0,1,5,52.0,Other,S
0,Mr.,26,male,29.0,0,0,1,0,0,3,4,9.4833,G,S
0,Mr.,21,male,52.0,0,0,1,0,0,2,6,13.0,D,S
0,Mr.,42,male,19.0,0,0,1,0,0,3,6,7.65,Other,S
1,Miss.,29,female,38.0,0,0,1,0,0,1,8,227.525,Other,C
1,Miss.,35,female,27.0,0,0,1,0,0,2,5,10.5,Other,S
0,Mr.,19,male,32.0,0,0,1,0,0,3,5,15.5,G,Q
0,Mr.,28,male,33.0,0,0,1,0,0,3,6,7.775,G,S
1,Miss.,33,female,6.0,0,1,0,1,0,2,6,33.0,F,S
0,Mr.,25,male,17.0,1,0,0,1,0,3,6,7.0542,G,S
0,Mr.,28,male,34.0,0,0,1,0,0,2,5,13.0,D,S
0,Mr.,23,male,50.0,0,0,1,0,0,2,6,13.0,D,S
1,Mr.,29,male,27.0,1,0,0,1,0,1,6,53.1,Other,S
0,Mr.,19,male,20.0,0,0,1,0,0,3,6,8.6625,G,S
1,Mrs.,43,female,30.0,3,0,0,0,1,2,5,21.0,D,S
1,Miss.,24,female,32.0,0,0,1,0,0,3,5,7.7375,G,Q
0,Mr.,31,male,25.0,1,0,0,1,0,2,6,26.0,F,S
0,Miss.,29,female,25.0,1,0,0,1,0,3,16,7.925,G,S
1,Miss.,29,female,29.0,0,0,1,0,0,1,5,211.3375,Other,S
0,Mr.,24,male,11.0,0,0,1,0,0,3,4,18.7875,G,C
0,Mr.,20,male,32.0,0,0,1,0,0,2,6,0.0,E,S
